NOME_SALA;TITULO_ORIGINAL;PUBLICO
KINOPLEX WEST SHOPPING RIO 01;CHAOS WALKING;35
KINOPLEX WEST SHOPPING RIO 01;CHOCANTE;86
KINOPLEX WEST SHOPPING RIO 01;CINDERELLA;4444
KINOPLEX WEST SHOPPING RIO 01;CIVIL WAR;261
KINOPLEX WEST SHOPPING RIO 01;COBWEB;119
KINOPLEX WEST SHOPPING RIO 01;COPA DE ELITE;3149
KINOPLEX WEST SHOPPING RIO 01;CORALINE 15TH ANNIVERSARY;452
KINOPLEX WEST SHOPPING RIO 01;CRAFT, THE;229
KINOPLEX WEST SHOPPING RIO 01;CRAWL;8
KINOPLEX WEST SHOPPING RIO 01;CREED III;336
KINOPLEX WEST SHOPPING RIO 01;CRUELLA;751
KINOPLEX WEST SHOPPING RIO 01;CRÔ EM FAMILIA;120
KINOPLEX WEST SHOPPING RIO 01;CÂNCER COM ASCENDENTE EM VIRGEM;2
KINOPLEX WEST SHOPPING RIO 01;D.P.A. - O FANTÁSTICO REINO DE ONDION;129
KINOPLEX WEST SHOPPING RIO 01;DAVID;1516
KINOPLEX WEST SHOPPING RIO 01;DAWN OF THE PLANET OF THE APES;6408
KINOPLEX WEST SHOPPING RIO 01;DEADPOOL & WOLVERINE;6263
KINOPLEX WEST SHOPPING RIO 01;DELIVER US FROM EVIL;2059
KINOPLEX WEST SHOPPING RIO 01;DEMON SLAYER -KIMETSU NO YAIBA- THE MOVIE: INFINITY CASTLE;1806
KINOPLEX WEST SHOPPING RIO 01;DEMON SLAYER: KIMETSU NO YAIBA – TO THE HASHIRA TRAINING;156
KINOPLEX WEST SHOPPING RIO 01;DESPICABLE ME 3;2433
KINOPLEX WEST SHOPPING RIO 01;DESPICABLE ME 4;9463
KINOPLEX WEST SHOPPING RIO 01;DETETIVES DO PRÉDIO AZUL 2 - O MISTÉRIO ITALIANO;220
KINOPLEX WEST SHOPPING RIO 01;DETETIVES DO PRÉDIO AZUL 3 - UMA AVENTURA NO FIM DO MUNDO;244
KINOPLEX WEST SHOPPING RIO 01;DIVÓRCIO;698
KINOPLEX WEST SHOPPING RIO 01;DO YOU BELIEVE?;1481
KINOPLEX WEST SHOPPING RIO 01;DOCTOR SLEEP;517
KINOPLEX WEST SHOPPING RIO 01;DOCTOR STRANGE;614
KINOPLEX WEST SHOPPING RIO 01;DOCTOR STRANGE IN THE MULTIVERSE OF MADNESS;5614
KINOPLEX WEST SHOPPING RIO 01;DOG MAN;32
KINOPLEX WEST SHOPPING RIO 01;DORA AND THE LOST CITY OF GOLD;137
KINOPLEX WEST SHOPPING RIO 01;DORA MAGIC MERMAID ADVENTURES;29
KINOPLEX WEST SHOPPING RIO 01;DRACULA: A LOVE TALE;10
KINOPLEX WEST SHOPPING RIO 01;DRAGON BALL SUPER: SUPER HERO;466
KINOPLEX WEST SHOPPING RIO 01;DUMB AND DUMBER TO;3482
KINOPLEX WEST SHOPPING RIO 01;DUMBO;649
KINOPLEX WEST SHOPPING RIO 01;DUNE: PART TWO;141
KINOPLEX WEST SHOPPING RIO 01;ELEMENTAL;3016
KINOPLEX WEST SHOPPING RIO 01;ELIO;105
KINOPLEX WEST SHOPPING RIO 01;EQUALIZER 3;1656
KINOPLEX WEST SHOPPING RIO 01;ETERNALS;2838
KINOPLEX WEST SHOPPING RIO 01;EXODUS: GODS AND KINGS;4662
KINOPLEX WEST SHOPPING RIO 01;FALLEN;89
KINOPLEX WEST SHOPPING RIO 01;FANTASTIC BEASTS AND WHERE TO FIND THEM;1307
KINOPLEX WEST SHOPPING RIO 01;FANTASTIC BEASTS: THE CRIMES OF GRINDELWALD;3642
KINOPLEX WEST SHOPPING RIO 01;FANTASY ISLAND;27
KINOPLEX WEST SHOPPING RIO 01;FAST & FURIOUS 9;5321
KINOPLEX WEST SHOPPING RIO 01;FAST & FURIOUS PRESENTS: HOBBS & SHAW;3063
KINOPLEX WEST SHOPPING RIO 01;FAST X;4850
KINOPLEX WEST SHOPPING RIO 01;FIFTY SHADES DARKER;2438
KINOPLEX WEST SHOPPING RIO 01;FIFTY SHADES FREED;2249
KINOPLEX WEST SHOPPING RIO 01;FIFTY SHADES OF GREY;12910
KINOPLEX WEST SHOPPING RIO 01;FINAL DESTINATION: BLOODLINES;924
KINOPLEX WEST SHOPPING RIO 01;FINDING DORY;294
KINOPLEX WEST SHOPPING RIO 01;FIVE NIGHTS AT FREDDY'S;232
KINOPLEX WEST SHOPPING RIO 01;FIVE NIGHTS AT FREDDY'S 2;1304
KINOPLEX WEST SHOPPING RIO 01;FLOW;212
KINOPLEX WEST SHOPPING RIO 01;FREAKIER FRIDAY;1196
KINOPLEX WEST SHOPPING RIO 01;FROZEN II;6039
KINOPLEX WEST SHOPPING RIO 01;FURIOSA: A MAD MAX SAGA;502
KINOPLEX WEST SHOPPING RIO 01;FURIOUS SEVEN;8078
KINOPLEX WEST SHOPPING RIO 01;FÁTIMA;24
KINOPLEX WEST SHOPPING RIO 01;FÉ PARA O IMPOSSÍVEL;319
KINOPLEX WEST SHOPPING RIO 01;GABBY'S DOLLHOUSE: THE MOVIE;23
KINOPLEX WEST SHOPPING RIO 01;GALINHA PINTADINHA MINI - NA TELONA;22
KINOPLEX WEST SHOPPING RIO 01;GARFIELD;527
KINOPLEX WEST SHOPPING RIO 01;GEMINI MAN;1631
KINOPLEX WEST SHOPPING RIO 01;GEOSTORM;1162
KINOPLEX WEST SHOPPING RIO 01;GHOST IN THE SHELL;1045
KINOPLEX WEST SHOPPING RIO 01;GLADIATOR II;1108
KINOPLEX WEST SHOPPING RIO 01;GLASS;1117
KINOPLEX WEST SHOPPING RIO 01;GNOME ALONE;140
KINOPLEX WEST SHOPPING RIO 01;GOAT;506
KINOPLEX WEST SHOPPING RIO 01;GOD'S NOT DEAD: A LIGHT IN DARKNESS;98
KINOPLEX WEST SHOPPING RIO 01;GOD'S NOT DEAD: WE THE PEOPLE;210
KINOPLEX WEST SHOPPING RIO 01;GODS OF EGYPT;2258
KINOPLEX WEST SHOPPING RIO 01;GODZILLA;2243
KINOPLEX WEST SHOPPING RIO 01;GODZILLA - KING OF THE MONSTERS;655
KINOPLEX WEST SHOPPING RIO 01;GODZILLA MINUS ONE;811
KINOPLEX WEST SHOPPING RIO 01;GODZILLA VS. KONG;1029
KINOPLEX WEST SHOPPING RIO 01;GODZILLA X KONG: THE NEW EMPIRE;4250
KINOPLEX WEST SHOPPING RIO 01;GOOD BOY;92
KINOPLEX WEST SHOPPING RIO 01;GREEN BOOK;224
KINOPLEX WEST SHOPPING RIO 01;GRETEL & HANSEL (2020);1183
KINOPLEX WEST SHOPPING RIO 01;GUARDIANS OF THE GALAXY VOL. 3;2161
KINOPLEX WEST SHOPPING RIO 01;GUARDIANS OF THE GALAXY VOL.2;5289
KINOPLEX WEST SHOPPING RIO 01;HAIKYU!! THE DUMPSTER BATTLE;32
KINOPLEX WEST SHOPPING RIO 01;HAN SOLO: A STAR WARS STORY;479
KINOPLEX WEST SHOPPING RIO 01;HAPPY FAMILY;43
KINOPLEX WEST SHOPPING RIO 01;HAROLD AND THE PURPLE CRAYON;71
KINOPLEX WEST SHOPPING RIO 01;HARRY POTTER AND THE CHAMBER OF SECRETS;63
KINOPLEX WEST SHOPPING RIO 01;HARRY POTTER AND THE GOBLET OF FIRE;59
KINOPLEX WEST SHOPPING RIO 01;HARRY POTTER AND THE PHILOSOPHER'S STONE;668
KINOPLEX WEST SHOPPING RIO 01;HARRY POTTER AND THE PRISONER OF AZKABAN;479
KINOPLEX WEST SHOPPING RIO 01;HEBE - A ESTRELA DO BRASIL;17
KINOPLEX WEST SHOPPING RIO 01;HOME;4390
KINOPLEX WEST SHOPPING RIO 01;HONEST THIEF;92
KINOPLEX WEST SHOPPING RIO 01;HOPPERS;303
KINOPLEX WEST SHOPPING RIO 01;HOTEL TRANSYLVANIA 3: SUMMER VACATION;434
KINOPLEX WEST SHOPPING RIO 01;HOW TO TRAIN YOUR DRAGON;4275
KINOPLEX WEST SHOPPING RIO 01;HOW TO TRAIN YOUR DRAGON: THE HIDDEN WORLD;6736
KINOPLEX WEST SHOPPING RIO 01;HUNTER KILLER;522
KINOPLEX WEST SHOPPING RIO 01;I STILL BELIEVE;454
KINOPLEX WEST SHOPPING RIO 01;ICE AGE: COLLISION COURSE;657
KINOPLEX WEST SHOPPING RIO 01;IF I STAY;194
KINOPLEX WEST SHOPPING RIO 01;INDIANA JONES AND THE DIAL OF DESTINY;702
KINOPLEX WEST SHOPPING RIO 01;INSIDE OUT 2;10766
KINOPLEX WEST SHOPPING RIO 01;INSIDIOUS: THE RED DOOR;1383
KINOPLEX WEST SHOPPING RIO 01;INTERNET - O FILME;51
KINOPLEX WEST SHOPPING RIO 01;INTO THE STORM;205
KINOPLEX WEST SHOPPING RIO 01;IRON LUNG;39
KINOPLEX WEST SHOPPING RIO 01;IT;1010
KINOPLEX WEST SHOPPING RIO 01;IT ENDS WITH US;605
KINOPLEX WEST SHOPPING RIO 01;IT: CHAPTER TWO;2520
KINOPLEX WEST SHOPPING RIO 01;JACK REACHER: NEVER GO BACK;2342
KINOPLEX WEST SHOPPING RIO 01;JASON BOURNE;1032
KINOPLEX WEST SHOPPING RIO 01;JOHN WICK: CHAPTER 2;861
KINOPLEX WEST SHOPPING RIO 01;JOHN WICK: CHAPTER 4;349
KINOPLEX WEST SHOPPING RIO 01;JOKER;2205
KINOPLEX WEST SHOPPING RIO 01;JOKER: FOLIE À DEUX;743
KINOPLEX WEST SHOPPING RIO 01;JUMANJI: NEXT LEVEL;3806
KINOPLEX WEST SHOPPING RIO 01;JUMANJI: WELCOME TO THE JUNGLE;8750
KINOPLEX WEST SHOPPING RIO 01;JUPITER ASCENDING;2757
KINOPLEX WEST SHOPPING RIO 01;JURASSIC WORLD;5267
KINOPLEX WEST SHOPPING RIO 01;JURASSIC WORLD: DOMINION;3449
KINOPLEX WEST SHOPPING RIO 01;JURASSIC WORLD: FALLEN KINGDOM;3192
KINOPLEX WEST SHOPPING RIO 01;JURASSIC WORLD: REBIRTH;2380
KINOPLEX WEST SHOPPING RIO 01;JUSTICE LEAGUE;9551
KINOPLEX WEST SHOPPING RIO 01;JUVENAL E O DRAGÃO;1
KINOPLEX WEST SHOPPING RIO 01;KARATE KID LEGENDS;57
KINOPLEX WEST SHOPPING RIO 01;KEEPER;136
KINOPLEX WEST SHOPPING RIO 01;KINGDOM OF THE PLANET OF THE APES;5777
KINOPLEX WEST SHOPPING RIO 01;KINGSMAN: THE GOLDEN CIRCLE;496
KINOPLEX WEST SHOPPING RIO 01;KONG: SKULL ISLAND;1160
KINOPLEX WEST SHOPPING RIO 01;KPOP DEMON HUNTERS;50
KINOPLEX WEST SHOPPING RIO 01;KRAVEN THE HUNTER;430
KINOPLEX WEST SHOPPING RIO 01;KUNG FU PANDA 3;320
KINOPLEX WEST SHOPPING RIO 01;KUNG FU PANDA 4;561
KINOPLEX WEST SHOPPING RIO 01;LA LA LAND;235
KINOPLEX WEST SHOPPING RIO 01;LAND OF BAD;159
KINOPLEX WEST SHOPPING RIO 01;LAST CHRISTMAS;971
KINOPLEX WEST SHOPPING RIO 01;LEFT BEHIND: RISE OF THE ANTICHRIST;42
KINOPLEX WEST SHOPPING RIO 01;LIGHTS OUT;1646
KINOPLEX WEST SHOPPING RIO 01;LIGHTYEAR;820
KINOPLEX WEST SHOPPING RIO 01;LILO & STITCH;7743
KINOPLEX WEST SHOPPING RIO 01;LINDA DE MORRER;5321
KINOPLEX WEST SHOPPING RIO 01;LINO - UMA AVENTURA DE SETE VIDAS;39
KINOPLEX WEST SHOPPING RIO 01;LOGAN;2810
KINOPLEX WEST SHOPPING RIO 01;LONDON HAS FALLEN;177
KINOPLEX WEST SHOPPING RIO 01;LUCCAS E GI EM: DINOSSAUROS;2
KINOPLEX WEST SHOPPING RIO 01;LUCY;4536
KINOPLEX WEST SHOPPING RIO 01;LUIZ GONZAGA - LEGUA TIRANA;22
KINOPLEX WEST SHOPPING RIO 01;LYLE, LYLE, CROCODILE;65
KINOPLEX WEST SHOPPING RIO 01;M3GAN;34
KINOPLEX WEST SHOPPING RIO 01;MALEFICENT: MISTRESS OF EVIL;6612
KINOPLEX WEST SHOPPING RIO 01;MAN FROM U.N.C.L.E;22
KINOPLEX WEST SHOPPING RIO 01;MASHA AND THE BEAR - TWICE THE FUN;35
KINOPLEX WEST SHOPPING RIO 01;MAURICIO DE SOUSA, O FILME;27
KINOPLEX WEST SHOPPING RIO 01;MAYA THE BEE 3: THE GOLDEN ORB;32
KINOPLEX WEST SHOPPING RIO 01;MAZE RUNNER: THE DEATH CURE;2394
KINOPLEX WEST SHOPPING RIO 01;ME BEFORE YOU;623
KINOPLEX WEST SHOPPING RIO 01;MEN IN BLACK INTERNATIONAL;553
KINOPLEX WEST SHOPPING RIO 01;METAMORPHOSIS;148
KINOPLEX WEST SHOPPING RIO 01;MICHAEL;2276
KINOPLEX WEST SHOPPING RIO 01;MIGRATION;70
KINOPLEX WEST SHOPPING RIO 01;MINHA FAMILIA PERFEITA;99
KINOPLEX WEST SHOPPING RIO 01;MINHA MÃE É UMA PEÇA 2;3258
KINOPLEX WEST SHOPPING RIO 01;MINHA MÃE É UMA PEÇA 3;5293
KINOPLEX WEST SHOPPING RIO 01;MINIONS;16617
KINOPLEX WEST SHOPPING RIO 01;MINIONS: THE RISE OF GRU;4532
KINOPLEX WEST SHOPPING RIO 01;MISSION: IMPOSSIBLE - FALLOUT;2168
KINOPLEX WEST SHOPPING RIO 01;MOANA 2;10708
KINOPLEX WEST SHOPPING RIO 01;MONSTER TRUCKS;519
KINOPLEX WEST SHOPPING RIO 01;MORBIUS;433
KINOPLEX WEST SHOPPING RIO 01;MUFASA: THE LION KING;2969
KINOPLEX WEST SHOPPING RIO 01;MULHERES ALTERADAS;64
KINOPLEX WEST SHOPPING RIO 01;MUMMIES;17
KINOPLEX WEST SHOPPING RIO 01;MUSSUM, O FILMIS;738
KINOPLEX WEST SHOPPING RIO 01;MY BIG FAT GREEK WEDDING 2;162
KINOPLEX WEST SHOPPING RIO 01;MY FAIRY TROUBLEMAKER;19
KINOPLEX WEST SHOPPING RIO 01;NAPOLEON;549
KINOPLEX WEST SHOPPING RIO 01;NEW MUTANTS;112
KINOPLEX WEST SHOPPING RIO 01;NIGHT SWIM;56
KINOPLEX WEST SHOPPING RIO 01;NO TIME TO DIE;99
KINOPLEX WEST SHOPPING RIO 01;NOAH;90
KINOPLEX WEST SHOPPING RIO 01;NOPE;76
KINOPLEX WEST SHOPPING RIO 01;NOSFERATU;10
KINOPLEX WEST SHOPPING RIO 01;NOSSO LAR 2 - OS MENSAGEIROS;352
KINOPLEX WEST SHOPPING RIO 01;NÃO SE ACEITAM DEVOLUÇÕES;213
KINOPLEX WEST SHOPPING RIO 01;O AGENTE SECRETO;494
KINOPLEX WEST SHOPPING RIO 01;O AMOR DE CATARINA;9
KINOPLEX WEST SHOPPING RIO 01;O AUTO DA COMPADECIDA 2;805
KINOPLEX WEST SHOPPING RIO 01;O CANDIDATO HONESTO 2;559
KINOPLEX WEST SHOPPING RIO 01;O DIÁRIO DE PILAR NA AMAZÔNIA;80
KINOPLEX WEST SHOPPING RIO 01;O PORTEIRO;17
KINOPLEX WEST SHOPPING RIO 01;O RASTRO;136
KINOPLEX WEST SHOPPING RIO 01;O SEQUESTRO DO VOO 375;259
KINOPLEX WEST SHOPPING RIO 01;ONE PIECE FILM: RED;66
KINOPLEX WEST SHOPPING RIO 01;ONWARD;268
KINOPLEX WEST SHOPPING RIO 01;OPPENHEIMER;64
KINOPLEX WEST SHOPPING RIO 01;ORPHAN: FIRST KILL;290
KINOPLEX WEST SHOPPING RIO 01;OS DEZ MANDAMENTOS;35816
KINOPLEX WEST SHOPPING RIO 01;OS FAROFEIROS 2;5751
KINOPLEX WEST SHOPPING RIO 01;OS PARÇAS 2;777
KINOPLEX WEST SHOPPING RIO 01;OS PENETRAS 2 - QUEM DÁ MAIS?;172
KINOPLEX WEST SHOPPING RIO 01;OS SUBURBANOS - O FILME;763
KINOPLEX WEST SHOPPING RIO 01;OUIJA: ORIGIN OF EVIL;332
KINOPLEX WEST SHOPPING RIO 01;OVERCOMER;666
KINOPLEX WEST SHOPPING RIO 01;OVERLORD;494
KINOPLEX WEST SHOPPING RIO 01;OZZY;44
KINOPLEX WEST SHOPPING RIO 01;PACIFIC RIM: UPRISING;975
KINOPLEX WEST SHOPPING RIO 01;PAPAI É POP;36
KINOPLEX WEST SHOPPING RIO 01;PARANORMAN;14
KINOPLEX WEST SHOPPING RIO 01;PARANORMAN EXTENDED (REMASTERED);3
KINOPLEX WEST SHOPPING RIO 01;PARASITE;183
KINOPLEX WEST SHOPPING RIO 01;PASSAGRANA;58
KINOPLEX WEST SHOPPING RIO 01;PASSENGERS;1360
KINOPLEX WEST SHOPPING RIO 01;PAW PATROL HOLIDAY SPECIAL 2025;30
KINOPLEX WEST SHOPPING RIO 01;PAW PATROL: THE MIGHTY MOVIE;653
KINOPLEX WEST SHOPPING RIO 01;PAW PATROL: THE MOVIE;97
KINOPLEX WEST SHOPPING RIO 01;PAWS OF FURY: THE LEGEND OF HANK;92
KINOPLEX WEST SHOPPING RIO 01;PETER RABBIT;52
KINOPLEX WEST SHOPPING RIO 01;PETS ON A TRAIN;250
KINOPLEX WEST SHOPPING RIO 01;PINOCCHIO;529
KINOPLEX WEST SHOPPING RIO 01;PIRATES OF THE CARIBBEAN: DEAD MEN TELL NO TALES;1265
KINOPLEX WEST SHOPPING RIO 01;POLÍCIA FEDERAL - A LEI É PARA TODOS;1848
KINOPLEX WEST SHOPPING RIO 01;PREDATOR: BADLANDS;385
KINOPLEX WEST SHOPPING RIO 01;PREDESTINADO: ARIGÓ E O ESPÍRITO DO DR. FRITZ;24
KINOPLEX WEST SHOPPING RIO 01;PRIMATE;676
KINOPLEX WEST SHOPPING RIO 01;QUALQUER GATO VIRA-LATA 2;1882
KINOPLEX WEST SHOPPING RIO 01;QUE HORAS ELA VOLTA?;266
KINOPLEX WEST SHOPPING RIO 01;RALPH BREAKS THE INTERNET;3949
KINOPLEX WEST SHOPPING RIO 01;RAMPAGE;2798
KINOPLEX WEST SHOPPING RIO 01;RAYA AND THE LAST DRAGON;405
KINOPLEX WEST SHOPPING RIO 01;READY PLAYER ONE;1813
KINOPLEX WEST SHOPPING RIO 01;REGRETTING YOU;570
KINOPLEX WEST SHOPPING RIO 01;REMINISCENCE;20
KINOPLEX WEST SHOPPING RIO 01;RESIDENT EVIL 6: THE FINAL CHAPTER;955
KINOPLEX WEST SHOPPING RIO 01;RINGS;225
KINOPLEX WEST SHOPPING RIO 01;RIO 2;1630
KINOPLEX WEST SHOPPING RIO 01;RISEN;401
KINOPLEX WEST SHOPPING RIO 01;ROBOCOP;4065
KINOPLEX WEST SHOPPING RIO 01;S.O.S. MULHERES AO MAR;9145
KINOPLEX WEST SHOPPING RIO 01;SAIDEIRA;1
KINOPLEX WEST SHOPPING RIO 01;SAN ANDREAS;1773
KINOPLEX WEST SHOPPING RIO 01;SCREAM 7;72
KINOPLEX WEST SHOPPING RIO 01;SCREAM VI;949
KINOPLEX WEST SHOPPING RIO 01;SEARCHING;252
KINOPLEX WEST SHOPPING RIO 01;SEQUESTRO RELÂMPAGO;56
KINOPLEX WEST SHOPPING RIO 01;SEVENTH SON, THE;695
KINOPLEX WEST SHOPPING RIO 01;SHANG-CHI AND THE LEGEND OF THE TEN RINGS;1913
KINOPLEX WEST SHOPPING RIO 01;SHAZAM!;2586
KINOPLEX WEST SHOPPING RIO 01;SHAZAM! FURY OF THE GODS;1355
KINOPLEX WEST SHOPPING RIO 01;SHELTER;3
KINOPLEX WEST SHOPPING RIO 01;SING;1973
KINOPLEX WEST SHOPPING RIO 01;SING 2;313
KINOPLEX WEST SHOPPING RIO 01;SINISTER 2;1126
KINOPLEX WEST SHOPPING RIO 01;SLENDER MAN;816
KINOPLEX WEST SHOPPING RIO 01;SMALLFOOT;1206
KINOPLEX WEST SHOPPING RIO 01;SMILE 2;950
KINOPLEX WEST SHOPPING RIO 01;SMURFS;112
KINOPLEX WEST SHOPPING RIO 01;SMURFS: THE LOST VILLAGE;1556
KINOPLEX WEST SHOPPING RIO 01;SNOW WHITE;1599
KINOPLEX WEST SHOPPING RIO 01;SONIC THE HEDGEHOG;1583
KINOPLEX WEST SHOPPING RIO 01;SONIC THE HEDGEHOG 2;6140
KINOPLEX WEST SHOPPING RIO 01;SONIC THE HEDGEHOG 3;2954
KINOPLEX WEST SHOPPING RIO 01;SORRIA, VOCE ESTÁ SENDO FILMADO - O FILME;151
KINOPLEX WEST SHOPPING RIO 01;SOUND OF FREEDOM;3910
KINOPLEX WEST SHOPPING RIO 01;SOUND OF HOPE: THE STORY OF POSSUM TROT;2
KINOPLEX WEST SHOPPING RIO 01;SPACE JAM: A NEW LEGACY;43
KINOPLEX WEST SHOPPING RIO 01;SPEAK NO EVIL;436
KINOPLEX WEST SHOPPING RIO 01;SPECTRE;100
KINOPLEX WEST SHOPPING RIO 01;SPIDER-MAN: ACROSS THE SPIDER-VERSE;23
KINOPLEX WEST SHOPPING RIO 01;SPIDER-MAN: FAR FROM HOME;4149
KINOPLEX WEST SHOPPING RIO 01;SPIDER-MAN: HOMECOMING;4945
KINOPLEX WEST SHOPPING RIO 01;SPIDER-MAN: INTO THE SPIDER-VERSE;2280
KINOPLEX WEST SHOPPING RIO 01;SPIDER-MAN: NO WAY HOME;10102
KINOPLEX WEST SHOPPING RIO 01;SPY;263
KINOPLEX WEST SHOPPING RIO 01;SPY X FAMILY CODE: WHITE;133
KINOPLEX WEST SHOPPING RIO 01;STAR TREK BEYOND;23
KINOPLEX WEST SHOPPING RIO 01;STAR WARS: THE LAST JEDI;1928
KINOPLEX WEST SHOPPING RIO 01;STAR WARS: THE RISE OF SKYWALKER;286
KINOPLEX WEST SHOPPING RIO 01;STRANGE WORLD;398
KINOPLEX WEST SHOPPING RIO 01;SUICIDE SQUAD;5527
KINOPLEX WEST SHOPPING RIO 01;SUPERFAST!;468
KINOPLEX WEST SHOPPING RIO 01;SUPERMAN;3027
KINOPLEX WEST SHOPPING RIO 01;TAYLOR SWIFT - THE ERAS TOUR;22
KINOPLEX WEST SHOPPING RIO 01;TEENAGE MUTANT NINJA TURTLES: MUTANT MAYHEM;263
KINOPLEX WEST SHOPPING RIO 01;TEENAGE MUTANT NINJA TURTLES: OUT OF THE SHADOWS;72
KINOPLEX WEST SHOPPING RIO 01;TENET;337
KINOPLEX WEST SHOPPING RIO 01;TERMINATOR GENISYS;2359
KINOPLEX WEST SHOPPING RIO 01;THE 5TH WAVE;2693
KINOPLEX WEST SHOPPING RIO 01;THE AVENGERS: AGE OF ULTRON;6207
KINOPLEX WEST SHOPPING RIO 01;THE BAD GUYS;276
KINOPLEX WEST SHOPPING RIO 01;THE BAD GUYS 2;289
KINOPLEX WEST SHOPPING RIO 01;THE BATMAN;2098
KINOPLEX WEST SHOPPING RIO 01;THE BEEKEEPER;134
KINOPLEX WEST SHOPPING RIO 01;THE BLACK PHONE;2043
KINOPLEX WEST SHOPPING RIO 01;THE BOOGEYMAN;71
KINOPLEX WEST SHOPPING RIO 01;THE BOSS BABY;128
KINOPLEX WEST SHOPPING RIO 01;THE BOSS BABY: FAMILY BUSINESS;375
KINOPLEX WEST SHOPPING RIO 01;THE BOY AND THE HERON;267
KINOPLEX WEST SHOPPING RIO 01;THE CASE FOR CHRIST;552
KINOPLEX WEST SHOPPING RIO 01;THE CHOSEN;1136
KINOPLEX WEST SHOPPING RIO 01;THE CHOSEN: LAST SUPPER;104
KINOPLEX WEST SHOPPING RIO 01;THE CONJURING 2;7492
KINOPLEX WEST SHOPPING RIO 01;THE CONJURING: LAST RITES;2977
KINOPLEX WEST SHOPPING RIO 01;THE CONJURING: THE DEVIL MADE ME DO IT;1831
KINOPLEX WEST SHOPPING RIO 01;THE CROODS: A NEW AGE;104
KINOPLEX WEST SHOPPING RIO 01;THE CURSE OF LA LLORONA;892
KINOPLEX WEST SHOPPING RIO 01;THE DEVIL WEARS PRADA 2;175
KINOPLEX WEST SHOPPING RIO 01;THE EMOJI MOVIE;1563
KINOPLEX WEST SHOPPING RIO 01;THE EMPTY MAN;244
KINOPLEX WEST SHOPPING RIO 01;THE EQUALIZER;1386
KINOPLEX WEST SHOPPING RIO 01;THE EXORCISM OF GOD;6
KINOPLEX WEST SHOPPING RIO 01;THE EXORCIST: BELIEVER;949
KINOPLEX WEST SHOPPING RIO 01;THE FALL GUY;50
KINOPLEX WEST SHOPPING RIO 01;THE FANTASTIC FOUR;2608
KINOPLEX WEST SHOPPING RIO 01;THE FANTASTIC FOUR: FIRST STEPS;4019
KINOPLEX WEST SHOPPING RIO 01;THE FATE OF THE FURIOUS;6786
KINOPLEX WEST SHOPPING RIO 01;THE FAULT IN OUR STARS;20362
KINOPLEX WEST SHOPPING RIO 01;THE FLASH;23
KINOPLEX WEST SHOPPING RIO 01;THE FORGE;3895
KINOPLEX WEST SHOPPING RIO 01;THE GIFT;486
KINOPLEX WEST SHOPPING RIO 01;THE GIRL ON THE TRAIN;257
KINOPLEX WEST SHOPPING RIO 01;THE GREAT WALL;165
KINOPLEX WEST SHOPPING RIO 01;THE HOUSEMAID;136
KINOPLEX WEST SHOPPING RIO 01;THE HUNGER GAMES – BALLAD OF SONGBIRDS AND SNAKES;691
KINOPLEX WEST SHOPPING RIO 01;THE HUNGER GAMES: MOCKINGJAY - PART 2;807
KINOPLEX WEST SHOPPING RIO 01;THE HUNTSMAN;95
KINOPLEX WEST SHOPPING RIO 01;THE INCREDIBLES 2;11597
KINOPLEX WEST SHOPPING RIO 01;THE JUNGLE BOOK;2952
KINOPLEX WEST SHOPPING RIO 01;THE KING OF KINGS;158
KINOPLEX WEST SHOPPING RIO 01;THE LAST WITCH HUNTER;6360
KINOPLEX WEST SHOPPING RIO 01;THE LEGEND OF HERCULES;2725
KINOPLEX WEST SHOPPING RIO 01;THE LEGEND OF TARZAN;290
KINOPLEX WEST SHOPPING RIO 01;THE LEGO BATMAN MOVIE;273
KINOPLEX WEST SHOPPING RIO 01;THE LEGO MOVIE 2: THE SECOND PART;41
KINOPLEX WEST SHOPPING RIO 01;THE LEGO NINJAGO MOVIE;391
KINOPLEX WEST SHOPPING RIO 01;THE LION KING;12438
KINOPLEX WEST SHOPPING RIO 01;THE LITTLE MERMAID;5656
KINOPLEX WEST SHOPPING RIO 01;THE LORD OF THE RINGS : THE RETURN OF THE KING;145
KINOPLEX WEST SHOPPING RIO 01;THE MARVELS;1953
KINOPLEX WEST SHOPPING RIO 01;THE MATRIX RESURRECTIONS;746
KINOPLEX WEST SHOPPING RIO 01;THE MEG 2;4715
KINOPLEX WEST SHOPPING RIO 01;THE NIGHT HOUSE;233
KINOPLEX WEST SHOPPING RIO 01;THE NUN;6114
KINOPLEX WEST SHOPPING RIO 01;THE NUN 2;2682
KINOPLEX WEST SHOPPING RIO 01;THE NUTCRACKER AND THE FOUR REALMS;934
KINOPLEX WEST SHOPPING RIO 01;THE NUTCRACKER AND THE MAGIC FLUTE;78
KINOPLEX WEST SHOPPING RIO 01;THE OFFERING;62
KINOPLEX WEST SHOPPING RIO 01;THE PRODIGY;107
KINOPLEX WEST SHOPPING RIO 01;THE QUEEN´S CORGI;265
KINOPLEX WEST SHOPPING RIO 01;THE SECRET LIFE OF PETS 2;1233
KINOPLEX WEST SHOPPING RIO 01;THE SECRET: DARE TO DREAM;51
KINOPLEX WEST SHOPPING RIO 01;THE SILK ROAD RALLY;11
KINOPLEX WEST SHOPPING RIO 01;THE SNOW QUEEN AND THE PRINCESS;4
