NOME_SALA;TITULO_ORIGINAL;PUBLICO
KINOPLEX FASHION MALL SALA 01 (PLATINUM);ZOOTOPIA 2;28
KINOPLEX FASHION MALL SALA 02 (PLATINUM);10 SEGUNDOS PARA VENCER;11
KINOPLEX FASHION MALL SALA 02 (PLATINUM);1917;941
KINOPLEX FASHION MALL SALA 02 (PLATINUM);300: RISE OF AN EMPIRE;549
KINOPLEX FASHION MALL SALA 02 (PLATINUM);A BIG BOLD BEAUTIFUL JOURNEY;44
KINOPLEX FASHION MALL SALA 02 (PLATINUM);A COMPLETE UNKNOWN;302
KINOPLEX FASHION MALL SALA 02 (PLATINUM);A FAMILY MAN;318
KINOPLEX FASHION MALL SALA 02 (PLATINUM);A HAUNTING IN VENICE;121
KINOPLEX FASHION MALL SALA 02 (PLATINUM);A HIDDEN LIFE;48
KINOPLEX FASHION MALL SALA 02 (PLATINUM);A HOUSE OF DYNAMITE;21
KINOPLEX FASHION MALL SALA 02 (PLATINUM);A LATE QUARTET;43
KINOPLEX FASHION MALL SALA 02 (PLATINUM);A MAN CALLED OTTO;221
KINOPLEX FASHION MALL SALA 02 (PLATINUM);A MINECRAFT MOVIE;14
KINOPLEX FASHION MALL SALA 02 (PLATINUM);A MOST WANTED MAN;775
KINOPLEX FASHION MALL SALA 02 (PLATINUM);A QUIET PLACE: DAY ONE;6
KINOPLEX FASHION MALL SALA 02 (PLATINUM);A QUIET PLACE: PART II;55
KINOPLEX FASHION MALL SALA 02 (PLATINUM);A RAINY DAY IN NEW YORK;858
KINOPLEX FASHION MALL SALA 02 (PLATINUM);A SIMPLE FAVOR;272
KINOPLEX FASHION MALL SALA 02 (PLATINUM);A STAR IS BORN;1323
KINOPLEX FASHION MALL SALA 02 (PLATINUM);AD ASTRA;390
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ADIEU AU LANGAGE;356
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ADRIFT;258
KINOPLEX FASHION MALL SALA 02 (PLATINUM);AIMER, BOIRE ET CHANTER;325
KINOPLEX FASHION MALL SALA 02 (PLATINUM);AINDA ESTOU AQUI;1555
KINOPLEX FASHION MALL SALA 02 (PLATINUM);AIR;812
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ALADDIN;529
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ALLEGIANT;333
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ALLIED;1199
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ALTO KNIGHTS;225
KINOPLEX FASHION MALL SALA 02 (PLATINUM);AMBULANCE;36
KINOPLEX FASHION MALL SALA 02 (PLATINUM);AMERICAN HUSTLE;1562
KINOPLEX FASHION MALL SALA 02 (PLATINUM);AMERICAN SNIPER;2541
KINOPLEX FASHION MALL SALA 02 (PLATINUM);AMOUREUX DE MA FEMME;67
KINOPLEX FASHION MALL SALA 02 (PLATINUM);AN OFFICER AND A SPY;61
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ANATOMY OF A FALL;128
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ANORA;76
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ANT-MAN;685
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ANT-MAN AND THE WASP;355
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ANT-MAN AND THE WASP: QUANTUMANIA;115
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ANYONE BUT YOU;115
KINOPLEX FASHION MALL SALA 02 (PLATINUM);AQUAMAN;317
KINOPLEX FASHION MALL SALA 02 (PLATINUM);AQUAMAN AND THE LOST KINGDOM;106
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ARRIVAL;1005
KINOPLEX FASHION MALL SALA 02 (PLATINUM);AT ETERNITY'S GATE;513
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ATOMIC BLONDE;12
KINOPLEX FASHION MALL SALA 02 (PLATINUM);AUGUST: OSAGE COUNTY;157
KINOPLEX FASHION MALL SALA 02 (PLATINUM);AVATAR: FIRE AND ASH;147
KINOPLEX FASHION MALL SALA 02 (PLATINUM);AVENGERS: ENDGAME;992
KINOPLEX FASHION MALL SALA 02 (PLATINUM);AVENGERS: INFINITY WAR;1179
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BACK TO BLACK;161
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BAD BOYS: RIDE OR DIE;35
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BALLERINA;48
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BARBIE;264
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BATMAN VS SUPERMAN;974
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BEAUTY AND THE BEAST;1689
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BELFAST;129
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BELLE ET LA BÊTE, LA;19
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BEN IS BACK;121
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BEN-HUR;279
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BIG HERO 6;1216
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BIRDMAN: OR (THE UNEXPECTED VIRTUE OF IGNORANCE);1299
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BLACK MASS;34
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BLACK WIDOW;198
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BLACKKKLANSMAN;23
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BLADE RUNNER 2049;666
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BLINDED BY THE LIGHT;198
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BOA SORTE;180
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BOB MARLEY: ONE LOVE;254
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BOHEMIAN RHAPSODY;412
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BOLERO;75
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BOMBSHELL;451
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BONNARD, PIERRE ET MARTHE;30
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BOOK CLUB;641
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BOUNDARIES;160
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BOYHOOD;1993
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BREAKTHROUGH;163
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BRIDGET JONE'S BABY;900
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BURNT;520
KINOPLEX FASHION MALL SALA 02 (PLATINUM);BY THE SEA;330
KINOPLEX FASHION MALL SALA 02 (PLATINUM);C'MON C'MON;39
KINOPLEX FASHION MALL SALA 02 (PLATINUM);CAFÉ SOCIETY;1432
KINOPLEX FASHION MALL SALA 02 (PLATINUM);CAPTAIN AMERICA: CIVIL WAR;786
KINOPLEX FASHION MALL SALA 02 (PLATINUM);CAPTAIN AMERICA: THE WINTER SOLDIER;1057
KINOPLEX FASHION MALL SALA 02 (PLATINUM);CAPTAIN MARVEL;457
KINOPLEX FASHION MALL SALA 02 (PLATINUM);CAROL;159
KINOPLEX FASHION MALL SALA 02 (PLATINUM);CARROSSEL - O FILME;33
KINOPLEX FASHION MALL SALA 02 (PLATINUM);CATS;92
KINOPLEX FASHION MALL SALA 02 (PLATINUM);CAUGHT STEALING;7
KINOPLEX FASHION MALL SALA 02 (PLATINUM);CHALLENGERS;79
KINOPLEX FASHION MALL SALA 02 (PLATINUM);CHEF;179
KINOPLEX FASHION MALL SALA 02 (PLATINUM);CINDERELLA;1241
KINOPLEX FASHION MALL SALA 02 (PLATINUM);CIVIL WAR;119
KINOPLEX FASHION MALL SALA 02 (PLATINUM);CI´ANCORA DOMANI;24
KINOPLEX FASHION MALL SALA 02 (PLATINUM);CLOSE;85
KINOPLEX FASHION MALL SALA 02 (PLATINUM);CODA;7
KINOPLEX FASHION MALL SALA 02 (PLATINUM);COLOSSAL;74
KINOPLEX FASHION MALL SALA 02 (PLATINUM);COLUMBUS;58
KINOPLEX FASHION MALL SALA 02 (PLATINUM);COME AWAY;2
KINOPLEX FASHION MALL SALA 02 (PLATINUM);CONCLAVE;805
KINOPLEX FASHION MALL SALA 02 (PLATINUM);COUP DE CHANCE;625
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DALLAS BUYERS CLUB;2857
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DARK WATERS;136
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DARKEST HOUR;1396
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DAWN OF THE PLANET OF THE APES;213
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DEADPOOL & WOLVERINE;277
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DEADPOOL 2;232
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DEATH ON THE NILE;118
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DETETIVES DO PRÉDIO AZUL 2 - O MISTÉRIO ITALIANO;9
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DOCTOR STRANGE;575
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DOCTOR STRANGE IN THE MULTIVERSE OF MADNESS;367
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DOLOR Y GLORIA;345
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DOLPHIN TALE 2;84
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DON´T BREATHE 2;11
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DOWNTON ABBEY: A NEW ERA;42
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DOWNTON ABBEY: THE GRAND FINALE;83
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DOWNTOWN ABBEY;733
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DRACULA: A LOVE TALE;6
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DREAM SCENARIO;23
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DRIVE MY CAR;63
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DUMB MONEY;84
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DUNE;241
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DUNE: PART TWO;324
KINOPLEX FASHION MALL SALA 02 (PLATINUM);DUNKIRK;640
KINOPLEX FASHION MALL SALA 02 (PLATINUM);EDGE OF TOMORROW;230
KINOPLEX FASHION MALL SALA 02 (PLATINUM);EDUARDO E MÔNICA;98
KINOPLEX FASHION MALL SALA 02 (PLATINUM);EL CLAN;67
KINOPLEX FASHION MALL SALA 02 (PLATINUM);EL ROBO DEL SIGLO;10
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ELIS & TOM, SÓ TINHA DE SER COM VOCÊ;56
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ELLE;138
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ELSA & FRED;196
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ELVIS;4
KINOPLEX FASHION MALL SALA 02 (PLATINUM);EMILIA PÉREZ;129
KINOPLEX FASHION MALL SALA 02 (PLATINUM);EPIC: ELVIS PRESLEY IN CONCERT;35
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ETERNALS;171
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ETERNITY;29
KINOPLEX FASHION MALL SALA 02 (PLATINUM);EVERYTHING EVERYWHERE ALL AT ONCE;107
KINOPLEX FASHION MALL SALA 02 (PLATINUM);EVIDÊNCIAS DO AMOR;39
KINOPLEX FASHION MALL SALA 02 (PLATINUM);EXODUS: GODS AND KINGS;259
KINOPLEX FASHION MALL SALA 02 (PLATINUM);F1 THE MOVIE;450
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FADING GIGOLO;1045
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FANTASTIC BEASTS AND WHERE TO FIND THEM;199
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FANTASTIC BEASTS: THE CRIMES OF GRINDELWALD;633
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FANTASTIC BEASTS: THE SECRETS OF DUMBLEDORE;141
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FAST & FURIOUS 9;91
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FAST X;7
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FENCES;88
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FERRARI;254
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FIFTY SHADES DARKER;539
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FIFTY SHADES FREED;475
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FIFTY SHADES OF GREY;1588
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FLORENCE FOSTER JENKINS;1179
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FLY ME TO THE MOON;85
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FORD V FERRARI;526
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FOXCATCHER;520
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FREAKIER FRIDAY;86
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FROZEN;2345
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FURIOSA: A MAD MAX SAGA;42
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FURIOUS SEVEN;626
KINOPLEX FASHION MALL SALA 02 (PLATINUM);FURY;470
KINOPLEX FASHION MALL SALA 02 (PLATINUM);GAME NIGHT;183
KINOPLEX FASHION MALL SALA 02 (PLATINUM);GARFIELD;13
KINOPLEX FASHION MALL SALA 02 (PLATINUM);GLADIATOR II;742
KINOPLEX FASHION MALL SALA 02 (PLATINUM);GODZILLA;9
KINOPLEX FASHION MALL SALA 02 (PLATINUM);GOING IN STYLE;713
KINOPLEX FASHION MALL SALA 02 (PLATINUM);GOLDA;211
KINOPLEX FASHION MALL SALA 02 (PLATINUM);GONE GIRL;1233
KINOPLEX FASHION MALL SALA 02 (PLATINUM);GREEN BOOK;590
KINOPLEX FASHION MALL SALA 02 (PLATINUM);GUARDIANS OF THE GALAXY;367
KINOPLEX FASHION MALL SALA 02 (PLATINUM);GUARDIANS OF THE GALAXY VOL. 3;128
KINOPLEX FASHION MALL SALA 02 (PLATINUM);GUARDIANS OF THE GALAXY VOL.2;453
KINOPLEX FASHION MALL SALA 02 (PLATINUM);HAIL, CAESAR!;383
KINOPLEX FASHION MALL SALA 02 (PLATINUM);HAMNET;255
KINOPLEX FASHION MALL SALA 02 (PLATINUM);HAN SOLO: A STAR WARS STORY;429
KINOPLEX FASHION MALL SALA 02 (PLATINUM);HARRY POTTER AND THE GOBLET OF FIRE;17
KINOPLEX FASHION MALL SALA 02 (PLATINUM);HARRY POTTER AND THE PRISONER OF AZKABAN;20
KINOPLEX FASHION MALL SALA 02 (PLATINUM);HEAVEN IS FOR REAL;171
KINOPLEX FASHION MALL SALA 02 (PLATINUM);HERCULES;427
KINOPLEX FASHION MALL SALA 02 (PLATINUM);HILLBILLY ELEGY;37
KINOPLEX FASHION MALL SALA 02 (PLATINUM);HIT MAN;100
KINOPLEX FASHION MALL SALA 02 (PLATINUM);HOME;964
KINOPLEX FASHION MALL SALA 02 (PLATINUM);HOME AGAIN;31
KINOPLEX FASHION MALL SALA 02 (PLATINUM);HOMEM COM H;123
KINOPLEX FASHION MALL SALA 02 (PLATINUM);HORRIBLE BOSSES 2;221
KINOPLEX FASHION MALL SALA 02 (PLATINUM);HOTEL MUMBAI;760
KINOPLEX FASHION MALL SALA 02 (PLATINUM);HOUSE OF GUCCI;661
KINOPLEX FASHION MALL SALA 02 (PLATINUM);HOW TO A GOOD WIFE;11
KINOPLEX FASHION MALL SALA 02 (PLATINUM);HOW TO TRAIN YOUR DRAGON;312
KINOPLEX FASHION MALL SALA 02 (PLATINUM);I WANNA DANCE WITH SOMEBODY;87
KINOPLEX FASHION MALL SALA 02 (PLATINUM);IL RACCONTO DEI RACCONTI;27
KINOPLEX FASHION MALL SALA 02 (PLATINUM);IN THE HEIGHTS;5
KINOPLEX FASHION MALL SALA 02 (PLATINUM);INDEPENDENCE DAY RESURGENCE;367
KINOPLEX FASHION MALL SALA 02 (PLATINUM);INEXPLICÁVEL;4
KINOPLEX FASHION MALL SALA 02 (PLATINUM);INFERNO;1047
KINOPLEX FASHION MALL SALA 02 (PLATINUM);INSIDE LLEWYN DAVIS;144
KINOPLEX FASHION MALL SALA 02 (PLATINUM);INSIDE OUT 2;1007
KINOPLEX FASHION MALL SALA 02 (PLATINUM);INTERSTELLAR;94
KINOPLEX FASHION MALL SALA 02 (PLATINUM);IS THIS THING ON?;33
KINOPLEX FASHION MALL SALA 02 (PLATINUM);IT ENDS WITH US;370
KINOPLEX FASHION MALL SALA 02 (PLATINUM);IT WAS JUST AN ACCIDENT;23
KINOPLEX FASHION MALL SALA 02 (PLATINUM);JACKIE;66
KINOPLEX FASHION MALL SALA 02 (PLATINUM);JASON BOURNE;546
KINOPLEX FASHION MALL SALA 02 (PLATINUM);JERSEY BOYS;324
KINOPLEX FASHION MALL SALA 02 (PLATINUM);JOHN WICK: CHAPTER 4;118
KINOPLEX FASHION MALL SALA 02 (PLATINUM);JOJO RABBIT;407
KINOPLEX FASHION MALL SALA 02 (PLATINUM);JOKER;1632
KINOPLEX FASHION MALL SALA 02 (PLATINUM);JOKER: FOLIE À DEUX;228
KINOPLEX FASHION MALL SALA 02 (PLATINUM);JOY;1337
KINOPLEX FASHION MALL SALA 02 (PLATINUM);JOÃO, O MAESTRO;17
KINOPLEX FASHION MALL SALA 02 (PLATINUM);JUNGLE CRUISE;80
KINOPLEX FASHION MALL SALA 02 (PLATINUM);JURASSIC WORLD;1859
KINOPLEX FASHION MALL SALA 02 (PLATINUM);JURASSIC WORLD: FALLEN KINGDOM;279
KINOPLEX FASHION MALL SALA 02 (PLATINUM);JURASSIC WORLD: REBIRTH;50
KINOPLEX FASHION MALL SALA 02 (PLATINUM);JUSQU'À LA GARDE;114
KINOPLEX FASHION MALL SALA 02 (PLATINUM);JUST MERCY;120
KINOPLEX FASHION MALL SALA 02 (PLATINUM);JUSTICE LEAGUE;593
KINOPLEX FASHION MALL SALA 02 (PLATINUM);KILL YOUR DARLINGS;131
KINOPLEX FASHION MALL SALA 02 (PLATINUM);KILLERS OF THE FLOWER MOON;424
KINOPLEX FASHION MALL SALA 02 (PLATINUM);KING ARTHUR: LEGEND OF THE SWORD;5
KINOPLEX FASHION MALL SALA 02 (PLATINUM);KING RICHARD;71
KINOPLEX FASHION MALL SALA 02 (PLATINUM);KINGDOM OF THE PLANET OF THE APES;54
KINOPLEX FASHION MALL SALA 02 (PLATINUM);KINGSMAN: THE GOLDEN CIRCLE;269
KINOPLEX FASHION MALL SALA 02 (PLATINUM);KNIVES OUT;667
KINOPLEX FASHION MALL SALA 02 (PLATINUM);KUNG FU PANDA 3;239
KINOPLEX FASHION MALL SALA 02 (PLATINUM);L'ODYSSÉE;43
KINOPLEX FASHION MALL SALA 02 (PLATINUM);L'ÉCHANGE DES PRINCESSES;222
KINOPLEX FASHION MALL SALA 02 (PLATINUM);LA GRANDE BELLEZZA;260
KINOPLEX FASHION MALL SALA 02 (PLATINUM);LA LA LAND;1625
KINOPLEX FASHION MALL SALA 02 (PLATINUM);LADY MACBETH;687
KINOPLEX FASHION MALL SALA 02 (PLATINUM);LE BRIO;396
KINOPLEX FASHION MALL SALA 02 (PLATINUM);LEGENDS OF OZ: DOROTHY'S RETURN;398
KINOPLEX FASHION MALL SALA 02 (PLATINUM);LILO & STITCH;512
KINOPLEX FASHION MALL SALA 02 (PLATINUM);LION;209
KINOPLEX FASHION MALL SALA 02 (PLATINUM);LITTLE WOMEN;514
KINOPLEX FASHION MALL SALA 02 (PLATINUM);LOGAN;624
KINOPLEX FASHION MALL SALA 02 (PLATINUM);LOVE AGAIN;14
KINOPLEX FASHION MALL SALA 02 (PLATINUM);LOVE PUNCH;76
KINOPLEX FASHION MALL SALA 02 (PLATINUM);LOVE, SIMON;102
KINOPLEX FASHION MALL SALA 02 (PLATINUM);LOVING PABLO;417
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MAD MAX: FURY ROAD;477
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MADAME;941
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MADEMOISELLE PARADIS;100
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MADRES PARALELAS;81
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MAGIC IN THE MOONLIGHT;100
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MALEFICENT;218
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MAMMA MIA! HERE WE GO AGAIN;446
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MANCHESTER BY THE SEA;177
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MARIA;214
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MARTY SUPREME;583
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MARVIN OU LA BELLE ÉDUCATION;109
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MARY POPPINS RETURNS;325
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MASHA AND THE BEAR - TWICE THE FUN;110
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MASTER GARDENER;44
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MATERIALISTS;248
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MAY DECEMBER;194
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MAYBE I DO;27
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ME BEFORE YOU;810
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MEAN GIRLS;24
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MEU NOME É GAL;113
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MICHAEL;444
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MIDNIGHT SKY;15
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MIGRATION;94
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MINHA IRMÃ E EU;46
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MINHA MÃE É UMA PEÇA 3;500
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MINHA VIDA EM MARTE;2280
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MINIONS;2847
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MINIONS: THE RISE OF GRU;179
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MISSION: IMPOSSIBLE - FALLOUT;446
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MISSION: IMPOSSIBLE - THE FINAL RECKONING;151
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MONEY MONSTER;1141
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MORBIUS;47
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MOTEL DESTINO;30
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MOTHER!;221
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MOTHER´S INSTINCT;96
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MR. PEABODY & SHERMAN;1052
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MUFASA: THE LION KING;241
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MURDER ON THE ORIENT EXPRESS;652
KINOPLEX FASHION MALL SALA 02 (PLATINUM);MY BIG FAT GREEK WEDDING 2;313
KINOPLEX FASHION MALL SALA 02 (PLATINUM);NAPOLEON;462
KINOPLEX FASHION MALL SALA 02 (PLATINUM);NAPSZÁLLTA;67
KINOPLEX FASHION MALL SALA 02 (PLATINUM);NEIGHBORS;348
KINOPLEX FASHION MALL SALA 02 (PLATINUM);NEW MUTANTS;29
KINOPLEX FASHION MALL SALA 02 (PLATINUM);NIEVE NEGRA;809
KINOPLEX FASHION MALL SALA 02 (PLATINUM);NIGHTCRAWLER;1020
KINOPLEX FASHION MALL SALA 02 (PLATINUM);NO TIME TO DIE;429
KINOPLEX FASHION MALL SALA 02 (PLATINUM);NORMAN: THE MODERATE RISE AND TRAGIC FALL OF A NEW YORK FIXER;516
KINOPLEX FASHION MALL SALA 02 (PLATINUM);NOW YOU SEE ME: THE SECOND ACT;526
KINOPLEX FASHION MALL SALA 02 (PLATINUM);NOWHERE SPECIAL;7
KINOPLEX FASHION MALL SALA 02 (PLATINUM);NUREMBERG;149
KINOPLEX FASHION MALL SALA 02 (PLATINUM);O AGENTE SECRETO;263
KINOPLEX FASHION MALL SALA 02 (PLATINUM);O AUTO DA COMPADECIDA 2;104
KINOPLEX FASHION MALL SALA 02 (PLATINUM);O ÚLTIMO AZUL;62
KINOPLEX FASHION MALL SALA 02 (PLATINUM);OCEAN'S 8;431
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ON THE BASIS OF SEX;419
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ONCE UPON A TIME IN HOLLYWOOD;438
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ONE BATTLE AFTER ANOTHER;333
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ONE LIFE;413
KINOPLEX FASHION MALL SALA 02 (PLATINUM);OPPENHEIMER;1359
KINOPLEX FASHION MALL SALA 02 (PLATINUM);PADDINGTON;205
KINOPLEX FASHION MALL SALA 02 (PLATINUM);PAPILLON;213
KINOPLEX FASHION MALL SALA 02 (PLATINUM);PARASITE;708
KINOPLEX FASHION MALL SALA 02 (PLATINUM);PARTHENOPE;77
KINOPLEX FASHION MALL SALA 02 (PLATINUM);PASSENGERS;1022
KINOPLEX FASHION MALL SALA 02 (PLATINUM);PAST LIVES;64
KINOPLEX FASHION MALL SALA 02 (PLATINUM);PATRIOTS DAY;278
KINOPLEX FASHION MALL SALA 02 (PLATINUM);PAW PATROL HOLIDAY SPECIAL 2025;48
KINOPLEX FASHION MALL SALA 02 (PLATINUM);PAW PATROL: THE MOVIE;12
KINOPLEX FASHION MALL SALA 02 (PLATINUM);PEANUTS THE MOVIE;81
KINOPLEX FASHION MALL SALA 02 (PLATINUM);PERFECT DAYS;23
KINOPLEX FASHION MALL SALA 02 (PLATINUM);PHANTOM THREAD;595
KINOPLEX FASHION MALL SALA 02 (PLATINUM);PIRATES OF THE CARIBBEAN: DEAD MEN TELL NO TALES;345
KINOPLEX FASHION MALL SALA 02 (PLATINUM);PLANES FIRE AND RESCUE;112
KINOPLEX FASHION MALL SALA 02 (PLATINUM);POOR THINGS;155
KINOPLEX FASHION MALL SALA 02 (PLATINUM);PRAIA DO FUTURO;239
KINOPLEX FASHION MALL SALA 02 (PLATINUM);PRISCILLA;29
KINOPLEX FASHION MALL SALA 02 (PLATINUM);PROJECT HAIL MARY;183
KINOPLEX FASHION MALL SALA 02 (PLATINUM);PROMISING YOUNG WOMAN;36
KINOPLEX FASHION MALL SALA 02 (PLATINUM);QUEEN - BOHEMIAN RHAPSODY;1567
KINOPLEX FASHION MALL SALA 02 (PLATINUM);RED JOAN;416
KINOPLEX FASHION MALL SALA 02 (PLATINUM);RED SPARROW;381
KINOPLEX FASHION MALL SALA 02 (PLATINUM);REGRETTING YOU;100
KINOPLEX FASHION MALL SALA 02 (PLATINUM);RELATOS SALVAJES;461
KINOPLEX FASHION MALL SALA 02 (PLATINUM);REMEMBER;341
KINOPLEX FASHION MALL SALA 02 (PLATINUM);REMINISCENCE;20
KINOPLEX FASHION MALL SALA 02 (PLATINUM);RENAISSANCE: A FILM BY BEYONCÉ;74
KINOPLEX FASHION MALL SALA 02 (PLATINUM);RIFKIN´S FESTIVAL;299
