MES_EXIBICAO,ANO_EXIBICAO,NOME_CINEMA,TITULO_ORIGINAL,PUBLICO,GENEROS,ANO_LANCAMENTO,CLASSIFICACAO,rotten_tomatoes,yt_views,yt_likes,yt_sentiment
7,2022,KINOPLEX MACEIÓ,TOP GUN: MAVERICK,3321,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MADUREIRA,DC LEAGUE OF SUPERPETS,567,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MADUREIRA,DOCTOR STRANGE IN THE MULTIVERSE OF MADNESS,107,"Fantasia, Ação, Aventura",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MADUREIRA,ELVIS,592,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MADUREIRA,JURASSIC WORLD: DOMINION,680,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MADUREIRA,LIGHTYEAR,253,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MADUREIRA,MINIONS: THE RISE OF GRU,10438,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MADUREIRA,"PLUFT, O FANTASMINHA",252,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MADUREIRA,THE BLACK PHONE,1555,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MADUREIRA,THOR: LOVE AND THUNDER,11993,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MADUREIRA,TOP GUN: MAVERICK,350,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA AMÉRICA,DC LEAGUE OF SUPERPETS,1021,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA AMÉRICA,DOCTOR STRANGE IN THE MULTIVERSE OF MADNESS,206,"Fantasia, Ação, Aventura",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA AMÉRICA,ELVIS,1816,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA AMÉRICA,EVERYTHING EVERYWHERE ALL AT ONCE,140,"Ação, Aventura, Ficção científica",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA AMÉRICA,JURASSIC WORLD: DOMINION,2459,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA AMÉRICA,LIGHTYEAR,549,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA AMÉRICA,MINIONS: THE RISE OF GRU,17024,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA AMÉRICA,"PLUFT, O FANTASMINHA",355,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA AMÉRICA,THE BLACK PHONE,3687,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA AMÉRICA,THOR: LOVE AND THUNDER,23942,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA AMÉRICA,TOP GUN: MAVERICK,3132,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA IGUAÇU,DC LEAGUE OF SUPERPETS,970,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA IGUAÇU,ELVIS,1256,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA IGUAÇU,JURASSIC WORLD: DOMINION,1091,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA IGUAÇU,LIGHTYEAR,488,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA IGUAÇU,MINIONS: THE RISE OF GRU,17470,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA IGUAÇU,"PLUFT, O FANTASMINHA",339,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA IGUAÇU,THE BLACK PHONE,2557,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA IGUAÇU,THOR: LOVE AND THUNDER,24513,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX NOVA IGUAÇU,TOP GUN: MAVERICK,2357,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX OSASCO,DC LEAGUE OF SUPERPETS,586,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX OSASCO,ELVIS,2001,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX OSASCO,JURASSIC WORLD: DOMINION,1715,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX OSASCO,LIGHTYEAR,1122,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX OSASCO,MINIONS: THE RISE OF GRU,15162,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX OSASCO,"PLUFT, O FANTASMINHA",85,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX OSASCO,THE BLACK PHONE,1741,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX OSASCO,THOR: LOVE AND THUNDER,14942,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX OSASCO,TOP GUN: MAVERICK,1958,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARKSHOPPING,DC LEAGUE OF SUPERPETS,1053,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARKSHOPPING,DOCTOR STRANGE IN THE MULTIVERSE OF MADNESS,63,"Fantasia, Ação, Aventura",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARKSHOPPING,ELVIS,3323,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARKSHOPPING,ENCANTO,100,"Animação, Comédia, Família, Fantasia",2021,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARKSHOPPING,EVERYTHING EVERYWHERE ALL AT ONCE,180,"Ação, Aventura, Ficção científica",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARKSHOPPING,"GOOD LUCK TO YOU, LEO GRANDE",28,"Romance, Drama",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARKSHOPPING,JURASSIC WORLD: DOMINION,3096,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARKSHOPPING,LIGHTYEAR,2246,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARKSHOPPING,MEDIDA PROVISÓRIA,100,"Drama, Ficção científica",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARKSHOPPING,MINIONS: THE RISE OF GRU,24774,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARKSHOPPING,"PLUFT, O FANTASMINHA",368,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARKSHOPPING,SING 2,1141,"Animação, Comédia, Família, Música",2021,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARKSHOPPING,SONIC THE HEDGEHOG 2,459,"Ação, Aventura, Família, Comédia",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARKSHOPPING,THE BLACK PHONE,2376,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARKSHOPPING,THOR: LOVE AND THUNDER,22006,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARKSHOPPING,TOP GUN: MAVERICK,7785,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARKSHOPPING,TURMA DA MÔNICA: LIÇÕES,142,"Família, Comédia, Drama, Aventura",2021,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARQUE DA CIDADE,DC LEAGUE OF SUPERPETS,792,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARQUE DA CIDADE,ELVIS,2488,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARQUE DA CIDADE,JURASSIC WORLD: DOMINION,258,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARQUE DA CIDADE,LIGHTYEAR,401,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARQUE DA CIDADE,MINIONS: THE RISE OF GRU,8127,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARQUE DA CIDADE,"PLUFT, O FANTASMINHA",115,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARQUE DA CIDADE,THE BLACK PHONE,772,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARQUE DA CIDADE,THOR: LOVE AND THUNDER,8703,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PARQUE DA CIDADE,TOP GUN: MAVERICK,1901,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PRAIA DA COSTA,DC LEAGUE OF SUPERPETS,431,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PRAIA DA COSTA,ELVIS,1897,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PRAIA DA COSTA,EVERYTHING EVERYWHERE ALL AT ONCE,18,"Ação, Aventura, Ficção científica",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PRAIA DA COSTA,JURASSIC WORLD: DOMINION,143,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PRAIA DA COSTA,LIGHTYEAR,81,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PRAIA DA COSTA,MINIONS: THE RISE OF GRU,7130,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PRAIA DA COSTA,"PLUFT, O FANTASMINHA",67,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PRAIA DA COSTA,SONIC THE HEDGEHOG 2,3,"Ação, Aventura, Família, Comédia",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PRAIA DA COSTA,THE BLACK PHONE,582,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PRAIA DA COSTA,THOR: LOVE AND THUNDER,6716,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX PRAIA DA COSTA,TOP GUN: MAVERICK,1413,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX RIO SUL,DC LEAGUE OF SUPERPETS,1361,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX RIO SUL,ELVIS,3252,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX RIO SUL,EVERYTHING EVERYWHERE ALL AT ONCE,164,"Ação, Aventura, Ficção científica",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX RIO SUL,"GOOD LUCK TO YOU, LEO GRANDE",83,"Romance, Drama",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX RIO SUL,JURASSIC WORLD: DOMINION,394,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX RIO SUL,LIGHTYEAR,237,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX RIO SUL,MINIONS: THE RISE OF GRU,11979,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX RIO SUL,"PLUFT, O FANTASMINHA",851,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX RIO SUL,THE BLACK PHONE,992,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX RIO SUL,THOR: LOVE AND THUNDER,9533,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX RIO SUL,TOP GUN: MAVERICK,2208,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TIJUCA,DC LEAGUE OF SUPERPETS,1352,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TIJUCA,ELVIS,5177,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TIJUCA,EVERYTHING EVERYWHERE ALL AT ONCE,230,"Ação, Aventura, Ficção científica",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TIJUCA,JURASSIC WORLD: DOMINION,358,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TIJUCA,LIGHTYEAR,874,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TIJUCA,MEMORY,91,"Ação, Thriller, Crime",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TIJUCA,MINIONS: THE RISE OF GRU,17802,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TIJUCA,"PLUFT, O FANTASMINHA",878,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TIJUCA,THE BLACK PHONE,2930,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TIJUCA,THOR: LOVE AND THUNDER,18940,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TIJUCA,TOP GUN: MAVERICK,2714,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TOP SHOPPING,DC LEAGUE OF SUPERPETS,634,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TOP SHOPPING,DOCTOR STRANGE IN THE MULTIVERSE OF MADNESS,145,"Fantasia, Ação, Aventura",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TOP SHOPPING,ELVIS,562,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TOP SHOPPING,JURASSIC WORLD: DOMINION,2645,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TOP SHOPPING,LIGHTYEAR,277,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TOP SHOPPING,MINIONS: THE RISE OF GRU,12625,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TOP SHOPPING,"PLUFT, O FANTASMINHA",244,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TOP SHOPPING,THE BLACK PHONE,1874,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TOP SHOPPING,THOR: LOVE AND THUNDER,16136,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX TOP SHOPPING,TOP GUN: MAVERICK,1016,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX UBERABA,DC LEAGUE OF SUPERPETS,455,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX UBERABA,ELVIS,901,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX UBERABA,JURASSIC WORLD: DOMINION,236,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX UBERABA,LIGHTYEAR,33,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX UBERABA,MINIONS: THE RISE OF GRU,6056,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX UBERABA,"PLUFT, O FANTASMINHA",60,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX UBERABA,THE BLACK PHONE,579,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX UBERABA,THOR: LOVE AND THUNDER,5957,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX UBERABA,TOP GUN: MAVERICK,683,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VIA PARQUE,DC LEAGUE OF SUPERPETS,1011,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VIA PARQUE,ELVIS,1927,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VIA PARQUE,JURASSIC WORLD: DOMINION,331,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VIA PARQUE,LIGHTYEAR,128,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VIA PARQUE,MINIONS: THE RISE OF GRU,10452,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VIA PARQUE,"PLUFT, O FANTASMINHA",461,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VIA PARQUE,THE BLACK PHONE,465,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VIA PARQUE,THOR: LOVE AND THUNDER,9320,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VIA PARQUE,TOP GUN: MAVERICK,1097,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VILA OLÍMPIA,DC LEAGUE OF SUPERPETS,473,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VILA OLÍMPIA,ELVIS,3113,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VILA OLÍMPIA,EVERYTHING EVERYWHERE ALL AT ONCE,71,"Ação, Aventura, Ficção científica",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VILA OLÍMPIA,"GOOD LUCK TO YOU, LEO GRANDE",75,"Romance, Drama",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VILA OLÍMPIA,JURASSIC WORLD: DOMINION,123,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VILA OLÍMPIA,LIGHTYEAR,180,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VILA OLÍMPIA,MINIONS: THE RISE OF GRU,4373,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VILA OLÍMPIA,"PLUFT, O FANTASMINHA",152,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VILA OLÍMPIA,THE BLACK PHONE,476,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VILA OLÍMPIA,THOR: LOVE AND THUNDER,5590,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX VILA OLÍMPIA,TOP GUN: MAVERICK,3565,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX WEST SHOPPING,DC LEAGUE OF SUPERPETS,563,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX WEST SHOPPING,ELVIS,746,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX WEST SHOPPING,JURASSIC WORLD: DOMINION,579,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX WEST SHOPPING,LIGHTYEAR,260,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX WEST SHOPPING,MINIONS: THE RISE OF GRU,13110,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX WEST SHOPPING,"PLUFT, O FANTASMINHA",336,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX WEST SHOPPING,THE BLACK PHONE,1335,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX WEST SHOPPING,THOR: LOVE AND THUNDER,15631,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX WEST SHOPPING,TOP GUN: MAVERICK,599,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2023,KINOPLEX AMAZONAS,BARBIE,24274,"Comédia, Aventura, Fantasia",2023,12,0.0,0.0,0.0,0.0
7,2023,KINOPLEX AMAZONAS,ELEMENTAL,6669,"Animação, Comédia, Família, Fantasia, Romance",2023,L,0.0,0.0,0.0,0.0
7,2023,KINOPLEX AMAZONAS,FAST X,734,"Ação, Crime, Thriller",2023,14,0.0,0.0,0.0,0.0
7,2023,KINOPLEX AMAZONAS,HAUNTED MANSION,89,"Comédia, Drama, Fantasia",2023,12,0.0,0.0,0.0,0.0
7,2023,KINOPLEX AMAZONAS,INDIANA JONES AND THE DIAL OF DESTINY,1252,"Aventura, Ação",2023,14,0.0,0.0,0.0,0.0
7,2023,KINOPLEX AMAZONAS,INSIDIOUS: THE RED DOOR,2765,"Terror, Thriller",2023,12,0.0,0.0,0.0,0.0
7,2023,KINOPLEX AMAZONAS,MISSION: IMPOSSIBLE - DEAD RECKONING PART ONE,3616,"Ação, Aventura, Thriller",2023,12,0.0,0.0,0.0,0.0
7,2023,KINOPLEX AMAZONAS,OPPENHEIMER,1196,"Drama, História",2023,16,0.0,0.0,0.0,0.0
7,2023,KINOPLEX AMAZONAS,OS AVENTUREIROS - A ORIGEM,178,"Família, Ficção científica",2023,L,0.0,0.0,0.0,0.0
7,2023,KINOPLEX AMAZONAS,SPIDER-MAN: ACROSS THE SPIDER-VERSE,2088,"Animação, Ação, Aventura, Ficção científica",2023,10,0.0,0.0,0.0,0.0
7,2023,KINOPLEX AMAZONAS,THE FLASH,1528,"Ação, Ficção científica, Aventura",2023,14,0.0,0.0,0.0,0.0
7,2023,KINOPLEX AMAZONAS,TRANSFORMERS: RISE OF THE BEASTS,1436,"Ficção científica, Aventura, Ação",2023,12,0.0,0.0,0.0,0.0
7,2023,KINOPLEX BOULEVARD,BARBIE,15239,"Comédia, Aventura, Fantasia",2023,12,0.0,0.0,0.0,0.0
7,2023,KINOPLEX BOULEVARD,ELEMENTAL,6498,"Animação, Comédia, Família, Fantasia, Romance",2023,L,0.0,0.0,0.0,0.0
7,2023,KINOPLEX BOULEVARD,INDIANA JONES AND THE DIAL OF DESTINY,1273,"Aventura, Ação",2023,14,0.0,0.0,0.0,0.0
7,2023,KINOPLEX BOULEVARD,INSIDIOUS: THE RED DOOR,603,"Terror, Thriller",2023,12,0.0,0.0,0.0,0.0
7,2023,KINOPLEX BOULEVARD,MISSION: IMPOSSIBLE - DEAD RECKONING PART ONE,2383,"Ação, Aventura, Thriller",2023,12,0.0,0.0,0.0,0.0
7,2023,KINOPLEX BOULEVARD,OPPENHEIMER,2661,"Drama, História",2023,16,0.0,0.0,0.0,0.0
7,2023,KINOPLEX BOULEVARD,OS AVENTUREIROS - A ORIGEM,194,"Família, Ficção científica",2023,L,0.0,0.0,0.0,0.0
7,2023,KINOPLEX BOULEVARD,SHAZAM! FURY OF THE GODS,142,"Comédia, Ação, Fantasia",2023,L,0.0,0.0,0.0,0.0
7,2023,KINOPLEX BOULEVARD,SPIDER-MAN: ACROSS THE SPIDER-VERSE,1022,"Animação, Ação, Aventura, Ficção científica",2023,10,0.0,0.0,0.0,0.0
7,2023,KINOPLEX BOULEVARD,THE FLASH,536,"Ação, Ficção científica, Aventura",2023,14,0.0,0.0,0.0,0.0
7,2023,KINOPLEX BOULEVARD,THE LITTLE MERMAID,1157,"Animação, Família, Fantasia",1989,L,0.0,0.0,0.0,0.0
7,2023,KINOPLEX BOULEVARD,THE SUPER MARIO BROS. MOVIE,745,"Família, Comédia, Aventura, Fantasia, Animação",2023,L,0.0,0.0,0.0,0.0
7,2023,KINOPLEX DOM PEDRO,BARBIE,52724,"Comédia, Aventura, Fantasia",2023,12,0.0,0.0,0.0,0.0
7,2023,KINOPLEX DOM PEDRO,ELEMENTAL,18502,"Animação, Comédia, Família, Fantasia, Romance",2023,L,0.0,0.0,0.0,0.0
7,2023,KINOPLEX DOM PEDRO,FAST X,2181,"Ação, Crime, Thriller",2023,14,0.0,0.0,0.0,0.0
7,2023,KINOPLEX DOM PEDRO,GUARDIANS OF THE GALAXY VOL. 3,856,"Ficção científica, Aventura, Ação",2023,14,0.0,0.0,0.0,0.0
7,2023,KINOPLEX DOM PEDRO,HAUNTED MANSION,352,"Comédia, Drama, Fantasia",2023,12,0.0,0.0,0.0,0.0
7,2023,KINOPLEX DOM PEDRO,INDIANA JONES AND THE DIAL OF DESTINY,10772,"Aventura, Ação",2023,14,0.0,0.0,0.0,0.0
7,2023,KINOPLEX DOM PEDRO,INSIDIOUS: THE RED DOOR,3013,"Terror, Thriller",2023,12,0.0,0.0,0.0,0.0
7,2023,KINOPLEX DOM PEDRO,MISSION: IMPOSSIBLE - DEAD RECKONING PART ONE,13075,"Ação, Aventura, Thriller",2023,12,0.0,0.0,0.0,0.0
7,2023,KINOPLEX DOM PEDRO,NO HARD FEELINGS,1157,"Comédia, Romance",2023,16,0.0,0.0,0.0,0.0
7,2023,KINOPLEX DOM PEDRO,OPPENHEIMER,15538,"Drama, História",2023,16,0.0,0.0,0.0,0.0
