MES_EXIBICAO,ANO_EXIBICAO,NOME_CINEMA,TITULO_ORIGINAL,PUBLICO,GENEROS,ANO_LANCAMENTO,CLASSIFICACAO,rotten_tomatoes,yt_views,yt_likes,yt_sentiment
7,2021,KINOPLEX PARKSHOPPING,THE CONJURING: THE DEVIL MADE ME DO IT,910,"Terror, Mistério, Thriller",2021,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX PARKSHOPPING,THE CROODS: A NEW AGE,4937,"Animação, Família, Aventura, Fantasia, Comédia",2020,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX PARQUE DA CIDADE,A QUIET PLACE: PART II,450,"Ficção científica, Thriller, Terror",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX PARQUE DA CIDADE,BLACK WIDOW,2037,"Ação, Aventura, Ficção científica",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX PARQUE DA CIDADE,CRUELLA,84,"Comédia, Crime, Drama",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX PARQUE DA CIDADE,FAST & FURIOUS 9,942,"Ação, Crime, Thriller",2023,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX PARQUE DA CIDADE,JUNGLE CRUISE,146,"Fantasia, Comédia, Aventura",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX PARQUE DA CIDADE,OLD,84,"Thriller, Mistério, Terror",2021,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX PARQUE DA CIDADE,SPACE JAM: A NEW LEGACY,1048,"Família, Comédia, Aventura, Animação, Ficção científica",2021,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX PARQUE DA CIDADE,THE CONJURING: THE DEVIL MADE ME DO IT,12,"Terror, Mistério, Thriller",2021,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX PARQUE DA CIDADE,THE CROODS: A NEW AGE,881,"Animação, Família, Aventura, Fantasia, Comédia",2020,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX RIO SUL,A QUIET PLACE: PART II,1348,"Ficção científica, Thriller, Terror",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX RIO SUL,BLACK WIDOW,4998,"Ação, Aventura, Ficção científica",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX RIO SUL,CRUELLA,394,"Comédia, Crime, Drama",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX RIO SUL,FAST & FURIOUS 9,2273,"Ação, Crime, Thriller",2023,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX RIO SUL,JUNGLE CRUISE,278,"Fantasia, Comédia, Aventura",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX RIO SUL,SPACE JAM: A NEW LEGACY,2362,"Família, Comédia, Aventura, Animação, Ficção científica",2021,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX RIO SUL,SPIRIT UNTAMED,66,"Aventura, Animação, Família, Faroeste",2021,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX RIO SUL,THE CONJURING: THE DEVIL MADE ME DO IT,173,"Terror, Mistério, Thriller",2021,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX RIO SUL,THE CROODS: A NEW AGE,1676,"Animação, Família, Aventura, Fantasia, Comédia",2020,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TIJUCA,A QUIET PLACE: PART II,2125,"Ficção científica, Thriller, Terror",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TIJUCA,BLACK WIDOW,7078,"Ação, Aventura, Ficção científica",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TIJUCA,CRUELLA,546,"Comédia, Crime, Drama",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TIJUCA,FAST & FURIOUS 9,4440,"Ação, Crime, Thriller",2023,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TIJUCA,JUNGLE CRUISE,399,"Fantasia, Comédia, Aventura",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TIJUCA,OLD,344,"Thriller, Mistério, Terror",2021,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TIJUCA,SPACE JAM: A NEW LEGACY,2888,"Família, Comédia, Aventura, Animação, Ficção científica",2021,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TIJUCA,SPIRIT UNTAMED,14,"Aventura, Animação, Família, Faroeste",2021,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TIJUCA,THE CONJURING: THE DEVIL MADE ME DO IT,504,"Terror, Mistério, Thriller",2021,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TIJUCA,THE CROODS: A NEW AGE,2110,"Animação, Família, Aventura, Fantasia, Comédia",2020,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TOP SHOPPING,A QUIET PLACE: PART II,1371,"Ficção científica, Thriller, Terror",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TOP SHOPPING,BLACK WIDOW,6742,"Ação, Aventura, Ficção científica",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TOP SHOPPING,CRUELLA,69,"Comédia, Crime, Drama",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TOP SHOPPING,FAST & FURIOUS 9,12156,"Ação, Crime, Thriller",2023,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TOP SHOPPING,JUNGLE CRUISE,190,"Fantasia, Comédia, Aventura",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TOP SHOPPING,OLD,224,"Thriller, Mistério, Terror",2021,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TOP SHOPPING,SPACE JAM: A NEW LEGACY,2320,"Família, Comédia, Aventura, Animação, Ficção científica",2021,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TOP SHOPPING,THE CONJURING: THE DEVIL MADE ME DO IT,1003,"Terror, Mistério, Thriller",2021,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX TOP SHOPPING,THE CROODS: A NEW AGE,2426,"Animação, Família, Aventura, Fantasia, Comédia",2020,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX UBERABA,A QUIET PLACE: PART II,235,"Ficção científica, Thriller, Terror",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX UBERABA,BLACK WIDOW,1324,"Ação, Aventura, Ficção científica",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX UBERABA,CRUELLA,42,"Comédia, Crime, Drama",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX UBERABA,FAST & FURIOUS 9,1779,"Ação, Crime, Thriller",2023,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX UBERABA,JUNGLE CRUISE,47,"Fantasia, Comédia, Aventura",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX UBERABA,OLD,35,"Thriller, Mistério, Terror",2021,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX UBERABA,SPACE JAM: A NEW LEGACY,296,"Família, Comédia, Aventura, Animação, Ficção científica",2021,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX UBERABA,THE CONJURING: THE DEVIL MADE ME DO IT,89,"Terror, Mistério, Thriller",2021,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX UBERABA,THE CROODS: A NEW AGE,389,"Animação, Família, Aventura, Fantasia, Comédia",2020,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VIA PARQUE,A QUIET PLACE: PART II,1274,"Ficção científica, Thriller, Terror",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VIA PARQUE,BLACK WIDOW,4732,"Ação, Aventura, Ficção científica",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VIA PARQUE,CRUELLA,277,"Comédia, Crime, Drama",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VIA PARQUE,FAST & FURIOUS 9,3950,"Ação, Crime, Thriller",2023,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VIA PARQUE,JUNGLE CRUISE,295,"Fantasia, Comédia, Aventura",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VIA PARQUE,OLD,88,"Thriller, Mistério, Terror",2021,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VIA PARQUE,SPACE JAM: A NEW LEGACY,3117,"Família, Comédia, Aventura, Animação, Ficção científica",2021,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VIA PARQUE,THE CONJURING: THE DEVIL MADE ME DO IT,132,"Terror, Mistério, Thriller",2021,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VIA PARQUE,THE CROODS: A NEW AGE,2044,"Animação, Família, Aventura, Fantasia, Comédia",2020,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VILA OLÍMPIA,A QUIET PLACE: PART II,458,"Ficção científica, Thriller, Terror",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VILA OLÍMPIA,BLACK WIDOW,1790,"Ação, Aventura, Ficção científica",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VILA OLÍMPIA,CRUELLA,304,"Comédia, Crime, Drama",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VILA OLÍMPIA,FAST & FURIOUS 9,710,"Ação, Crime, Thriller",2023,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VILA OLÍMPIA,JUNGLE CRUISE,148,"Fantasia, Comédia, Aventura",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VILA OLÍMPIA,OLD,93,"Thriller, Mistério, Terror",2021,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VILA OLÍMPIA,SPACE JAM: A NEW LEGACY,686,"Família, Comédia, Aventura, Animação, Ficção científica",2021,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VILA OLÍMPIA,SPIRIT UNTAMED,355,"Aventura, Animação, Família, Faroeste",2021,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VILA OLÍMPIA,THE CONJURING: THE DEVIL MADE ME DO IT,31,"Terror, Mistério, Thriller",2021,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX VILA OLÍMPIA,THE CROODS: A NEW AGE,496,"Animação, Família, Aventura, Fantasia, Comédia",2020,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX WEST SHOPPING,A QUIET PLACE: PART II,1247,"Ficção científica, Thriller, Terror",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX WEST SHOPPING,BLACK WIDOW,5447,"Ação, Aventura, Ficção científica",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX WEST SHOPPING,CRUELLA,51,"Comédia, Crime, Drama",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX WEST SHOPPING,FAST & FURIOUS 9,10924,"Ação, Crime, Thriller",2023,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX WEST SHOPPING,JUNGLE CRUISE,247,"Fantasia, Comédia, Aventura",2021,12,0.0,0.0,0.0,0.0
7,2021,KINOPLEX WEST SHOPPING,OLD,118,"Thriller, Mistério, Terror",2021,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX WEST SHOPPING,SPACE JAM: A NEW LEGACY,2759,"Família, Comédia, Aventura, Animação, Ficção científica",2021,L,0.0,0.0,0.0,0.0
7,2021,KINOPLEX WEST SHOPPING,THE CONJURING: THE DEVIL MADE ME DO IT,463,"Terror, Mistério, Thriller",2021,14,0.0,0.0,0.0,0.0
7,2021,KINOPLEX WEST SHOPPING,THE CROODS: A NEW AGE,2541,"Animação, Família, Aventura, Fantasia, Comédia",2020,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AMAZONAS,DC LEAGUE OF SUPERPETS,729,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AMAZONAS,DOCTOR STRANGE IN THE MULTIVERSE OF MADNESS,164,"Fantasia, Ação, Aventura",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AMAZONAS,ELVIS,761,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AMAZONAS,JURASSIC WORLD: DOMINION,1729,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AMAZONAS,LIGHTYEAR,400,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AMAZONAS,MINIONS: THE RISE OF GRU,14803,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AMAZONAS,"PLUFT, O FANTASMINHA",36,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AMAZONAS,THE BAD GUYS,101,"Ação, Animação, Comédia, Crime, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AMAZONAS,THE BLACK PHONE,2744,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AMAZONAS,THOR: LOVE AND THUNDER,20911,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AMAZONAS,TOP GUN: MAVERICK,1648,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AVENIDA,DC LEAGUE OF SUPERPETS,330,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AVENIDA,ELVIS,964,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AVENIDA,JURASSIC WORLD: DOMINION,198,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AVENIDA,LIGHTYEAR,54,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AVENIDA,MINIONS: THE RISE OF GRU,3687,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AVENIDA,"PLUFT, O FANTASMINHA",132,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AVENIDA,THE BLACK PHONE,712,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AVENIDA,THOR: LOVE AND THUNDER,5029,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX AVENIDA,TOP GUN: MAVERICK,804,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX BOULEVARD,DC LEAGUE OF SUPERPETS,349,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX BOULEVARD,ELVIS,404,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX BOULEVARD,JURASSIC WORLD: DOMINION,246,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX BOULEVARD,LIGHTYEAR,374,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX BOULEVARD,MINIONS: THE RISE OF GRU,10398,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX BOULEVARD,"PLUFT, O FANTASMINHA",331,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX BOULEVARD,THE BLACK PHONE,511,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX BOULEVARD,THOR: LOVE AND THUNDER,9187,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX BOULEVARD,TOP GUN: MAVERICK,893,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX DOM PEDRO,DC LEAGUE OF SUPERPETS,1247,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX DOM PEDRO,DETETIVES DO PRÉDIO AZUL 3 - UMA AVENTURA NO FIM DO MUNDO,60,"Aventura, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX DOM PEDRO,DOCTOR STRANGE IN THE MULTIVERSE OF MADNESS,128,"Fantasia, Ação, Aventura",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX DOM PEDRO,ELVIS,5165,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX DOM PEDRO,EVERYTHING EVERYWHERE ALL AT ONCE,1872,"Ação, Aventura, Ficção científica",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX DOM PEDRO,"GOOD LUCK TO YOU, LEO GRANDE",129,"Romance, Drama",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX DOM PEDRO,JURASSIC WORLD: DOMINION,6256,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX DOM PEDRO,LIGHTYEAR,2385,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX DOM PEDRO,MINIONS: THE RISE OF GRU,22458,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX DOM PEDRO,"PLUFT, O FANTASMINHA",285,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX DOM PEDRO,SONIC THE HEDGEHOG 2,125,"Ação, Aventura, Família, Comédia",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX DOM PEDRO,THE BLACK PHONE,3715,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX DOM PEDRO,THE LOST CITY,136,"Ação, Aventura, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX DOM PEDRO,THE NORTHMAN,95,"Ação, Aventura, Fantasia",2022,18,0.0,0.0,0.0,0.0
7,2022,KINOPLEX DOM PEDRO,THOR: LOVE AND THUNDER,29971,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX DOM PEDRO,TOP GUN: MAVERICK,9803,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX FASHION MALL,DC LEAGUE OF SUPERPETS,188,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX FASHION MALL,ELVIS,955,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX FASHION MALL,JURASSIC WORLD: DOMINION,68,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX FASHION MALL,LIGHTYEAR,19,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX FASHION MALL,MINIONS: THE RISE OF GRU,1051,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX FASHION MALL,"PLUFT, O FANTASMINHA",210,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX FASHION MALL,THE BLACK PHONE,105,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX FASHION MALL,THOR: LOVE AND THUNDER,569,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX FASHION MALL,TOP GUN: MAVERICK,232,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GOLDEN,DC LEAGUE OF SUPERPETS,1034,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GOLDEN,ELVIS,2198,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GOLDEN,JURASSIC WORLD: DOMINION,128,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GOLDEN,LIGHTYEAR,121,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GOLDEN,MINIONS: THE RISE OF GRU,9107,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GOLDEN,"PLUFT, O FANTASMINHA",267,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GOLDEN,THE BLACK PHONE,989,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GOLDEN,THOR: LOVE AND THUNDER,9326,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GOLDEN,TOP GUN: MAVERICK,987,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GRANDE RIO,DC LEAGUE OF SUPERPETS,817,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GRANDE RIO,DOCTOR STRANGE IN THE MULTIVERSE OF MADNESS,169,"Fantasia, Ação, Aventura",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GRANDE RIO,ELVIS,924,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GRANDE RIO,JURASSIC WORLD: DOMINION,2289,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GRANDE RIO,LIGHTYEAR,284,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GRANDE RIO,MINIONS: THE RISE OF GRU,15786,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GRANDE RIO,"PLUFT, O FANTASMINHA",568,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GRANDE RIO,THE BLACK PHONE,2699,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GRANDE RIO,THOR: LOVE AND THUNDER,22051,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX GRANDE RIO,TOP GUN: MAVERICK,1387,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX ITAIM,DC LEAGUE OF SUPERPETS,280,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX ITAIM,ELVIS,3970,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX ITAIM,EVERYTHING EVERYWHERE ALL AT ONCE,1130,"Ação, Aventura, Ficção científica",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX ITAIM,"GOOD LUCK TO YOU, LEO GRANDE",366,"Romance, Drama",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX ITAIM,JURASSIC WORLD: DOMINION,131,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX ITAIM,LIGHTYEAR,86,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX ITAIM,MINIONS: THE RISE OF GRU,2384,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX ITAIM,THE BLACK PHONE,301,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX ITAIM,THE NORTHMAN,18,"Ação, Aventura, Fantasia",2022,18,0.0,0.0,0.0,0.0
7,2022,KINOPLEX ITAIM,THOR: LOVE AND THUNDER,2400,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX ITAIM,TOP GUN: MAVERICK,3381,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX LEBLON,DC LEAGUE OF SUPERPETS,1252,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX LEBLON,ELVIS,3934,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX LEBLON,"GOOD LUCK TO YOU, LEO GRANDE",199,"Romance, Drama",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX LEBLON,JURASSIC WORLD: DOMINION,124,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX LEBLON,LIGHTYEAR,47,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX LEBLON,MINIONS: THE RISE OF GRU,12061,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX LEBLON,"PLUFT, O FANTASMINHA",1497,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX LEBLON,THE BLACK PHONE,1012,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX LEBLON,THOR: LOVE AND THUNDER,4632,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX LEBLON,TOP GUN: MAVERICK,1951,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX LEBLON GLOBOPLAY,ELVIS,3562,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX LEBLON GLOBOPLAY,MINIONS: THE RISE OF GRU,716,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX LEBLON GLOBOPLAY,THE BLACK PHONE,156,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX LEBLON GLOBOPLAY,THOR: LOVE AND THUNDER,1776,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX LEBLON GLOBOPLAY,TOP GUN: MAVERICK,1502,"Ação, Drama",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MACEIÓ,DC LEAGUE OF SUPERPETS,835,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MACEIÓ,ELVIS,2292,"Música, História, Drama",2022,14,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MACEIÓ,JURASSIC WORLD: DOMINION,2473,"Aventura, Ficção científica, Thriller",2022,12,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MACEIÓ,LIGHTYEAR,853,"Animação, Ficção científica, Família, Aventura",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MACEIÓ,MINIONS: THE RISE OF GRU,17435,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MACEIÓ,"PLUFT, O FANTASMINHA",134,"Família, Comédia, Fantasia",1962,Sem Classificacao,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MACEIÓ,SONIC THE HEDGEHOG 2,99,"Ação, Aventura, Família, Comédia",2022,10,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MACEIÓ,THE BLACK PHONE,3600,"Terror, Thriller",2022,16,0.0,0.0,0.0,0.0
7,2022,KINOPLEX MACEIÓ,THOR: LOVE AND THUNDER,23202,"Fantasia, Ação, Comédia",2022,14,0.0,0.0,0.0,0.0
